Column1,Column2
Zanieczyszczenie,Gorz�w Wlkp. ul. Pi�sudskiego - py� zawieszony PM2.5
2017-05-12," 	23.0	"
2017-05-13," 	19.7	"
2017-05-14," 	15.5	"
2017-05-15," 	13.8	"
2017-05-16," 	6.8	"
2017-05-17," 	22.4	"
2017-05-18," 	35.1	"
2017-05-19," 	28.8	"
2017-05-20," 	14.1	"
2017-05-21," 	13.8	"
2017-05-22," 	15.7	"
2017-05-23," 	13.9	"
2017-05-24," 	11.0	"
2017-05-25," 	9.4	"
2017-05-26," 	11.4	"
2017-05-27," 	10.5	"
2017-05-28," 	13.1	"
2017-05-29," 	20.3	"
2017-05-30," 	16.8	"
2017-05-31," 	11.4	"
2017-06-01," 	11.4	"
2017-06-02," 	11.6	"
2017-06-03," 	12.4	"
2017-06-04," 	15.1	"
2017-06-05," 	13.6	"
2017-06-06," 	18.8	"
2017-06-07," 	11.9	"
2017-06-08," 	12.3	"
2017-06-09," 	21.7	"
2017-06-10," 	12.7	"
2017-06-11," 	18.8	"
2017-06-12," 	18.5	"
2017-06-13," 	12.9	"
2017-06-14," 	11.2	"
2017-06-15," 	11.8	"
2017-06-16," 	9.8	"
2017-06-17," 	10.2	"
2017-06-18," 	8.9	"
2017-06-19," 	8.6	"
2017-06-20," 	13.8	"
2017-06-21," 	9.5	"
2017-06-22," 	14.9	"
2017-06-23," 	13.3	"
2017-06-24," 	13.6	"
2017-06-25," 	11.9	"
2017-06-26," 	8.2	"
2017-06-27," 	8.7	"
2017-06-28," 	12.5	"
2017-06-29," 	9.9	"
2017-06-30," 	6.5	"
2017-07-01,
2017-07-02,
2017-07-03,
2017-07-04,
2017-07-05,
2017-07-06,
2017-07-07,
2017-07-08,
2017-07-09,
2017-07-10,
2017-07-11,
2017-07-12," 	13.0	"
2017-07-13," 	11.3	"
2017-07-14," 	14.3	"
2017-07-15," 	12.9	"
