Column1,Column2
Zanieczyszczenie,£Ûdü-Widzew - py≥ zawieszony PM2.5
2015-01-01,
2017-03-03," 	22.0	"
2017-03-04," 	23.0	"
2017-03-05," 	27.0	"
2017-03-06," 	28.0	"
2017-03-07," 	28.0	"
2017-03-08," 	29.0	"
2017-03-09," 	49.0	"
2017-03-10," 	31.0	"
2017-03-11," 	17.0	"
2017-03-12," 	18.0	"
2017-03-13," 	34.0	"
2017-03-14," 	47.0	"
2017-03-15," 	28.0	"
2017-03-16," 	14.0	"
2017-03-17," 	25.0	"
2017-03-18," 	7.0	"
2017-03-19," 	16.0	"
2017-03-20," 	19.0	"
2017-03-21," 	16.0	"
2017-03-22," 	9.0	"
2017-03-23," 	15.0	"
2017-03-24," 	22.0	"
2017-03-25," 	26.0	"
2017-03-26," 	15.0	"
2017-03-27," 	22.0	"
2017-03-28," 	26.0	"
2017-03-29," 	34.0	"
2017-03-30," 	18.0	"
2017-03-31," 	22.0	"
2017-04-01," 	21.0	"
2017-04-02," 	25.0	"
2017-04-03," 	24.0	"
2017-04-04," 	23.0	"
2017-04-05," 	23.0	"
2017-04-06," 	8.0	"
2017-04-07," 	11.0	"
2017-04-08," 	16.0	"
2017-04-09," 	28.0	"
2017-04-10," 	22.0	"
2017-04-11," 	10.0	"
2017-04-12," 	20.0	"
2017-04-13," 	10.0	"
2017-04-14," 	10.0	"
2017-04-15," 	21.0	"
2017-04-16," 	10.0	"
2017-04-17," 	3.0	"
2017-04-18," 	10.0	"
2017-04-19," 	9.0	"
2017-04-20," 	15.0	"
2017-04-21," 	35.0	"
2017-04-22," 	11.0	"
2017-04-23," 	10.0	"
2017-04-24," 	13.0	"
2017-04-25," 	21.0	"
2017-04-26," 	15.0	"
2017-04-27," 	21.0	"
2017-04-28," 	15.0	"
2017-04-29," 	16.0	"
2017-04-30," 	15.0	"
2017-05-01," 	13.0	"
2017-05-02," 	9.0	"
2017-05-03," 	12.0	"
2017-05-04," 	20.0	"
2017-05-05," 	27.0	"
2017-05-06," 	28.0	"
2017-05-07," 	21.0	"
2017-05-08," 	10.0	"
2017-05-09," 	7.0	"
2017-05-10," 	18.0	"
2017-05-11," 	27.0	"
2017-05-12," 	18.0	"
2017-05-13," 	16.0	"
2017-05-14," 	16.0	"
2017-05-15," 	21.0	"
2017-05-16," 	13.0	"
2017-05-17," 	9.0	"
2017-05-18," 	13.0	"
2017-05-19," 	13.0	"
2017-05-20," 	18.0	"
2017-05-21," 	10.0	"
2017-05-22," 	8.0	"
2017-05-23," 	13.0	"
2017-05-24," 	15.0	"
2017-05-25," 	10.0	"
2017-05-26," 	8.0	"
2017-05-27," 	7.0	"
2017-05-28," 	12.0	"
2017-05-29," 	14.0	"
2017-05-30," 	13.0	"
2017-05-31," 	11.0	"
2017-06-01," 	9.2	"
2017-06-02," 	12.0	"
2017-06-03," 	9.1	"
2017-06-04," 	14.1	"
2017-06-05," 	12.5	"
2017-06-06," 	12.9	"
2017-06-07," 	8.2	"
2017-06-08," 	12.8	"
2017-06-09," 	15.0	"
2017-06-10," 	13.5	"
2017-06-11," 	12.3	"
2017-06-12," 	13.9	"
2017-06-13," 	8.9	"
2017-06-14," 	7.8	"
2017-06-15," 	11.9	"
2017-06-16," 	12.0	"
2017-06-17," 	5.5	"
2017-06-18," 	9.0	"
2017-06-19," 	12.0	"
2017-06-20," 	15.7	"
